Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M10	3.884
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M09	5.141
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M08	5.835
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M07	3.977
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M06	4.715
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M05	4.309
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M04	3.178
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M03	2.424
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M02	1.760
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2019M01	1.812
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M12	3.097
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M11	2.029
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M10	4.353
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M09	5.748
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M08	5.920
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M07	5.506
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M06	3.554
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M05	4.070
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M04	3.239
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M03	2.067
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M02	2.528
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2018M01	1.862
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M12	1.801
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M11	1.713
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M10	3.046
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M09	4.388
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M08	4.695
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M07	3.617
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M06	3.904
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M05	3.218
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M04	3.309
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M03	1.851
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M02	1.891
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2017M01	1.336
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M12	1.596
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M11	1.620
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M10	3.025
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M09	3.903
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M08	4.583
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M07	3.716
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M06	3.026
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M05	2.735
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M04	3.535
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M03	2.403
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M02	1.700
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2016M01	1.395
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M12	1.408
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M11	1.504
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M10	2.281
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M09	3.345
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M08	4.316
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M07	3.643
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M06	3.100
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M05	2.772
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M04	2.168
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M03	1.298
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M02	1.198
Total Nacional	12 Galicia	32 Ourense	Viajero	Total	Residentes en el Extranjero	2015M01	1.043
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M10	65.038
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M09	100.378
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M08	74.718
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M07	61.321
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M06	74.206
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M05	87.138
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M04	61.386
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M03	22.442
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M02	10.843
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2025M01	12.486
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M12	31.649
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M11	23.318
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M10	55.800
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M09	91.298
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M08	77.389
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M07	57.751
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M06	66.275
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M05	71.866
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M04	48.190
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M03	21.111
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M02	12.339
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2024M01	14.317
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M12	40.139
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M11	15.491
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M10	41.621
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M09	71.633
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M08	67.098
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M07	49.035
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M06	45.859
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M05	51.829
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M04	40.599
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M03	13.612
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M02	10.954
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2023M01	13.261
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M12	24.449
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M11	11.522
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M10	36.607
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M09	58.969
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M08	54.275
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M07	45.052
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M06	44.002
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M05	44.016
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M04	29.273
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M03	11.223
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M02	8.476
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2022M01	5.105
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M12	7.194
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M11	8.870
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M10	26.384
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M09	30.996
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M08	30.259
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M07	19.722
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M06	16.961
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M05	5.479
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M04	2.289
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M03	1.845
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M02	1.418
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2021M01	1.743
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M12	1.424
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M11	1.489
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M10	5.624
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M09	8.236
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M08	15.417
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M07	10.868
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M06	924
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M05	210
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M04	0
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M03	5.364
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M02	10.811
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2020M01	8.603
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M12	11.671
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M11	13.144
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M10	35.180
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M09	64.635
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M08	55.712
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M07	45.784
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M06	53.235
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M05	45.388
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M04	32.861
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M03	14.926
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M02	8.741
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2019M01	8.304
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M12	14.362
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M11	11.172
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M10	30.712
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M09	53.661
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M08	49.896
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M07	43.170
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M06	38.171
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M05	34.219
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M04	23.768
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M03	14.032
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M02	10.320
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2018M01	8.382
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M12	11.156
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M11	10.756
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M10	31.659
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M09	47.645
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M08	49.286
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M07	44.086
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M06	38.511
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M05	30.794
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M04	22.725
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M03	10.204
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M02	9.793
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2017M01	8.026
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M12	9.295
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M11	9.994
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M10	24.332
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M09	39.496
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M08	44.370
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M07	40.226
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M06	33.879
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M05	20.724
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M04	16.101
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M03	9.205
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M02	7.545
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2016M01	6.297
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M12	8.717
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M11	7.652
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M10	18.949
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M09	26.966
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M08	31.077
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M07	27.725
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M06	22.792
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M05	20.714
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M04	14.224
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M03	8.133
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M02	7.141
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total	Residentes en el Extranjero	2015M01	6.461
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M10	705.568
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M09	627.272
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M08	589.025
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M07	651.345
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M06	636.700
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M05	667.947
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M04	618.054
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M03	546.916
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M02	439.035
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2025M01	446.807
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M12	451.778
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M11	533.125
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M10	664.949
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M09	633.900
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M08	555.803
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M07	597.887
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M06	591.215
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M05	648.725
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M04	609.568
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M03	515.122
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M02	429.164
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2024M01	405.057
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M12	425.410
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M11	481.516
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M10	599.205
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M09	586.090
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M08	532.784
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M07	562.376
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M06	547.220
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M05	549.782
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M04	511.451
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M03	471.645
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M02	355.868
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2023M01	355.327
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M12	347.670
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M11	410.424
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M10	521.538
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M09	498.605
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M08	406.755
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M07	480.915
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M06	461.468
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M05	460.034
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M04	396.769
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M03	323.693
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M02	236.771
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2022M01	182.870
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M12	241.894
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M11	294.284
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M10	321.023
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M09	256.777
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M08	193.907
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M07	179.424
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M06	119.886
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M05	97.076
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M04	61.516
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M03	61.297
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M02	43.405
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2021M01	46.649
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M12	46.570
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M11	38.193
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M10	36.739
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M09	46.085
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M08	45.930
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M07	48.911
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M06	15.175
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M05	3.464
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M04	0
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M03	142.457
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M02	391.693
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2020M01	391.639
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M12	412.019
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M11	496.122
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M10	610.908
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M09	574.638
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M08	515.112
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M07	589.400
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M06	595.166
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M05	604.232
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M04	520.538
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M03	499.689
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M02	393.872
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2019M01	368.785
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M12	394.163
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M11	466.508
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M10	602.656
